hate_speech,offensive_language,neither,class,tweet,tweet_cleaned
0,3,0,1,RT @BIGHOMIEMARKIE: Dese bitches ain't shit I get em high and feed em dick,dese bitch be not shit em high feed em dick
0,3,0,1,RT @BIGTQMB: Just call me a nigger cause that's what u really want to say at the end of the day @pillz78,nigger cause s u want end day
0,3,0,1,RT @BJayBlast: Damn near in love with all them hoes when I'm with em.,damn near love hoe m em
0,3,0,1,"RT @BJayBlast: I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;",love family not need water pop Red Pill hoe getting take swiftly
0,2,1,1,"RT @BJayBlast: I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",not tryna hoe eat eat literally
0,3,0,1,RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;,man insecure cause feel like get to compete guy stop hoe amp stop choo
0,3,0,1,RT @BLACKHILTON Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...,glad follower fuck    you hoe goal
0,3,0,1,RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,you hoe thigh thick not walk   Yankee food
0,3,0,1,"RT @BLVKOUT: &#8220;@EMPRESSRAW: &#8220;@Naezus: Best man ever RT @TRILL_A_G: ""I'd fuck her right in the pussy!!!!"" http://t.co/Xfn5gaURXm&#8221;&#128514;&#128514;&#128514;&#8221; my nigg&#8230;",good man    d fuck right pussy   nigg
1,6,0,1,RT @BNaStY00037: Could you please refrain from being a dumb bitch,refrain dumb bitch
0,2,1,1,"RT @BORNhvstler: If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &#128514;&#128514;&#128514; hoethea sat there http:/&#8230;",bitch come like   mean get   second right   hoethea sit
0,3,0,1,"RT @BOSSBITCH122513: Loyalty now let's get this money I got u,u got me no hoes just us !!!!",loyalty let money get uu get hoe
0,3,0,1,RT @BRANDONBARAY: update: u are still a bitch,update u bitch
0,3,0,1,RT @BRO_HEN314: ELI Manning is fucking trash rap,ELI Manning fuck trash rap
0,3,0,1,RT @BRO_HEN314: Game over bitch HAHAHAHA,game bitch hahahaha
1,2,0,1,"RT @BVSEDXJESUS: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128152;&#128141;",want real relationship   game lie hoe
0,3,0,1,"RT @BYEjaliee5SOS: Fine then don't rt little nigs 
#mtvhottest one direction","fine not rt little nig 
  direction"
0,3,0,1,RT @B_Laff: &#8220;@JRohrCockblock: im a faggot&#8221; @JohnnyRohrCock,m faggot
0,3,0,1,"RT @B_Solo36: @paper_chaysin that's right. you don't marry hoes, you rent em",s right not marry hoe rent em
0,3,0,1,RT @BaabyD_: lol im off this brooo. bitches janky. &#128557;&#128514;&#128175;,lol m brooo bitch janky
0,3,0,1,RT @BabbbyGirl0317: #honestyhour no bitch better try to fuck with my girl cause I will go off,bitch well try fuck girl cause
0,3,0,1,RT @BabyAnimalPics: really bitch? http://t.co/4dvJ9SHRJ5,bitch
0,3,0,1,RT @BadAdviceDog: r u african because ur african bitch,r u african ur african bitch
1,0,2,2,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,look like trash compliment
0,3,0,1,RT @BadBish_Rollaan: &#8220;@WhitDAWGem_: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;&#8221;&#9994;,m hungry will not bitch time day m try care business
2,1,0,0,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;,look ya boy     Nigga faggot    Bruh    Chance rapper
1,2,0,1,RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching,faggot match bad stop watch
0,0,3,2,RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,instant mashed potato trash
0,0,3,2,"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR",Charlie Crist say Rick Scott shady sunshine state
0,6,0,1,RT @BallOut057: &#8220;@1stBlocJeremiah: My Tryna make me go to church Tommrow .. He'll nawl dude&#8221; bitch text me back,Tryna church Tommrow   Hell nawl dude bitch text
0,6,0,1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt,bitch think look like Rihanna
0,3,0,1,RT @BallOut057: @1stBlocJeremiah when I'm 18 them bitches getting erased &#128588;,m   bitch getting erase
1,2,0,1,RT @BallOut057: Free Tino lul hoe &#9995;&#128275;,Free Tino lul hoe
0,3,0,1,RT @Ballardddd: If @victorgee97 or @Lyyssaaaaaa don't know you then you are not welcome on saturday bitches #privileges,not know welcome saturday bitch
0,3,0,1,RT @BallinInHD: Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...,lame ass nigga lame ass bitch constantly tell real
0,6,0,1,RT @BamBam_131st: @1stBlocJeremiah ima beat yo lil young ass quick plyin hoe&#128074;&#128514;&#128514;,m beat yo lil young ass quick plyin hoe
0,3,0,1,RT @Bam_1OO: I like good weed &amp; bad bitches dat can roll it up,like good weed amp bad bitch dat roll
0,2,1,1,RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;,lee hoe een gepeste jongen zich probeert te verdedigen Ingezonden brief Volkskrant
0,6,0,1,RT @BananaSunshinee: People love to try to confront you... Yes bitch. I said it. Now what?&#128524;,People love try confront yes bitch say
0,3,0,1,RT @BananaSunshinee: Yaaass bitch yaasss - soulja boy be having me so turnt&#128539;&#128514;,yaaass bitch yaasss   soulja boy have turnt
0,3,0,1,RT @BandManKevo: Never catch feelings for a dumb bitch.,catch feeling dumb bitch
0,3,0,1,RT @BandWorld1 That bitch who the shit in yo eyes aint shit in my eyez + !!!!,bitch shit yo eye be not shit eyez
0,3,0,1,"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp",message deliver post sc story hoe
0,3,0,1,RT @Bargamentoo: When you realize you sent the message to your wife instead of your side hoe http://t.co/Ef3OkLdrOg,realize send message wife instead hoe
0,3,0,1,"RT @BarryClerjuste: Basic bitch tweet shit like ""no one to talk to"" 3 times a day &#128514;",basic bitch tweet shit like talk   time day
0,3,0,1,"RT @BarryClerjuste: Yall want foreign bitches sooo bad, but cant even pull local hoes",yall want foreign bitch sooo bad not pull local hoe
0,0,3,2,"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",George Steinbrenners Yankees news conference say not interfere baseball decision promise
0,0,3,2,RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,year old girl strike Babe Ruth Lou Gehrig ban baseball
0,0,3,2,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,big   trash year lol basketball conference
0,3,0,1,RT @BasedChasen: Ebola not scary at all while yall worried about Ebola ima b getting hoes,Ebola scary you worried Ebola m b get hoe
0,3,0,1,"RT @BasedDizenn: line my shit up with god cards, bitch http://t.co/lQ0XIUqJmR",line shit god card bitch
0,3,0,1,RT @BasedJane: Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM,scream Wes bitch ass Annalise lose damn mind need big girl pantie
0,3,0,1,RT @BasedLordJesus: Try to crucify me and we tweakin hoe http://t.co/zoYZ9pc1EH,try crucify tweakin hoe
0,3,0,1,RT @BasedPaco: I'm just a normal ass dude that has no hoes and happens to be funny every once in a while,m normal ass dude hoe happen funny
1,2,0,1,"RT @BasedPaco: LIKE A FLAT TIRE HE NEED A FIX &#8220;@LiveAndUncut: Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&#8221;",like flat tire need fix   run em gun em ask pussy nigga s ya bitch
0,1,2,2,RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,NFL equal season everybody show glimpse trash
1,2,0,1,RT @BasedPaco: lol Lebron bitch ass always making a spectacle look at me ass nigga,lol Lebron bitch ass make spectacle look ass nigga
1,2,0,1,RT @BasedZae: When lil b said &#8220;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&#8221; http://t.c&#8230;,lil b say Word town be not get bitch s damn lie nigga nut witness
0,3,0,1,RT @Based_Unicorns: Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.,fat bitch act like not follow ve want fat bitch follow
0,3,0,1,RT @Based_Unicorns: Humpday hoe.,Humpday hoe
0,3,0,1,"RT @Basedgod_Jaspoo: ""@vintage_monroe_: Beat the pussy in so well her shit still hurting from a week ago"" &#128563;",beat pussy shit hurt week ago
0,3,0,1,RT @Basedomg: drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,drake look like lay letterman jacket puddle bitch wit man smh
0,3,0,1,RT @Basedomg: im fukin yo bitch u mad as shit,m fukin yo bitch u mad shit
0,3,0,1,RT @Bayonettes: When you tweet som'n just for laughs &amp; a bitch wanna spoil the fun by getting Serious.. &#128530;&#128530; http://t.co/9LD1HWz1BU,tweet somn laugh amp bitch wanna spoil fun get
0,4,0,1,RT @Bbillions: Making up handshakes with all my bitches now,make handshake bitch
0,3,0,1,RT @Bdarnon: This is for the bitches who played me... What up hoe?,bitch play hoe
0,3,0,1,"RT @Bdell1014: Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe&#8230;",hoe August Alsina bae bitch dusty nigga get   kid drive yo car amp wear Rocawe
0,3,0,1,RT @Bdell1014: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,wait   day pussy like ground look kid play outside bedroom window
1,2,0,1,RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,u kill ant sidewalk think damn nigga way pussy
0,3,0,1,RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,recognize m star player amp leave hoe fan
2,0,1,0,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;",trashy ghetto girl like comment insta Boys picture
0,3,0,1,RT @Beard_KW: LMFAOOOOO RT @RealRaymondJ: Which one of y'all toothless hoes made this? &#128553;&#128514; http://t.co/q1YV6rhL0L,lmfaooooo    you toothless hoe
0,0,6,2,RT @BeardedBearsMan: @007BearDownJedi The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so&#8230;,AFL american draft system   Couple Yanks playing list
0,3,0,1,RT @BeardedGemini: &#8220;@GinaSanabria_: I have no hoes&#8221;,hoe
0,1,2,2,RT @BeardedNixon: Poont gotta be trash,Poont get to trash
0,3,0,1,RT @Beautiful_Fool: Now he apologizing. Lol Fuck that hoe and her shot up pussy!,apologize Lol Fuck hoe shoot pussy
0,3,0,1,"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52",Ariana probably Beyonce bitch not fuck
0,9,0,1,"RT @BeauutifulNae: - don't trust no , bitch",not trust   bitch
1,2,0,1,RT @BeeMsPerfect: Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,you be not tell young thug nail look well   lol fckin faggot
0,3,0,1,RT @Beeetzzz: I feel bad for guys that give their girlfriends the world and the bitch still treats them like shit.. Like damn what more do &#8230;,feel bad guy girlfriend world bitch treat like shit like damn
0,3,0,1,RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though,Shawn Micheals amp Razor Ramon bitch Godfather
0,3,0,1,RT @Belindaav_: @wigga32 ugh! thank you!!!! my bf still talks so a dumb bitch i dont like&#128530;,ugh thank bf talk dumb bitch not like
1,2,0,1,RT @BellefemLaVie: @GANGLANDABBY these niggaz bare backing any and every bitch out here&#128530;,niggaz bare backing bitch
0,3,0,1,RT @BelowThaaBelt_: Snip snip hoe,snip snip hoe
0,0,3,2,RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,crazy RB pick RB win ROY yrs ago RB MVP Ppl important position insane ho
0,3,0,1,RT @BenevolentDjinn: I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.,hate see woman carry fuck somebodys man ok trashy ass bitch
2,0,1,0,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;","remember yellow badge Nazis 
 Israel make muslim woman carry yellow badge order pray AlAqsa 
 h"
0,3,0,1,RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags,th grade hoe be not loyal
0,2,1,1,RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4,lil hoe
0,2,1,1,RT @BestOfNike: Nike beanies #NikePorn http://t.co/nN4Vo90htj,Nike beanie
0,0,3,2,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY,Charlie Sheen ice bucket challenge right way
0,0,3,2,"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",compassionate people want especially one care abo
1,2,0,1,"RT @BestVineFights: ""When you finally see the white kid that called you nigger on Call Of Duty"" &#128514;&#128557;&#128514;
https://t.co/X59D4kMY7P",finally white kid call nigger Duty
0,3,0,1,RT @Best_Porn_Title: Hulkamania is running wild on that pussy,Hulkamania run wild pussy
0,3,0,1,RT @BeyonceHasSTD: This hoe know that not her car lmaooo http://t.co/XppHPXD46P,hoe know car lmaooo
0,0,3,2,RT @BeyonceLand: Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http&#8230;,Bey lose ring Met Gala Jay find amp instead give give mock proposal
0,0,3,2,RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,duo EtamCru
0,3,0,1,RT @Beyond_Fatal: &#8220;@_1nonlykeisha: @Beyond_Fatal my bitch bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;,bitch bruhhh   nigga nigga
0,3,0,1,"RT @Bi6hop: Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d&#8230;",twitter jail pointless suppose tweet   need instagram jail hoe shout shout fuck d
0,0,3,2,RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,iPhone   million time storage   Apollo   spacecraft computer go moon throw bird
2,1,0,0,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson",anybody trash neighborhood perceive injustice fucking moron
0,0,6,2,"RT @Bidenshairplugs: I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober http://t.co/Leb&#8230;",not believe cop shoot fine young man go cure cancer
0,3,0,1,RT @Bidenshairplugs: I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o&#8230;,d like issue formal apology Israel piece shit antisemitic President retarded Secretary o
0,2,1,1,"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0

Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;","number woman deny birth control Hobby Lobby 

 Number Democrat retard butthurt verdict"
0,1,2,2,"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",Yankees not let Polanco sit minor league w
0,3,0,1,"RT @BigBagOfScum: I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911","m go to start web MD site diagnosis 

 Quit pussy 
 Lay drug"
0,3,0,1,RT @BigBootyProbs: Happy Valentine&#8217;s Day big booty bitches. &#10084;,Happy Valentines Day big booty bitch
0,3,0,1,RT @BigDaddyCooter: @vngelinaa_ yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway,yeah fuck lunch Ill eat pussy staircase foriegn language hallway
0,2,1,1,RT @BigDaddyTise: &#8220;@Mr_popular: Bald headed bitches mad at me because they look like this. don't blame me blame your parents. #BMB http://t&#8230;,Bald head bitch mad look like not blame blame parent
0,0,3,2,RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,Luv ride   sour drunk   fan loss
0,0,3,2,"RT @BigFatDave: We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash http://t.co/MKl&#8230;","give   chance fail 

   nonsense 

  statist trash"
0,3,0,1,RT @BigGhostLtd: Shit hoes post on instagram pt 1... http://t.co/s311OC3EK9,shit hoe post instagram pt
0,2,1,1,RT @BigGreek79: Hank Baskett cheated with a tranny and just got a shoutout!,Hank Baskett cheat tranny get shoutout
0,0,3,2,RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,star wink knowingly smile lover kiss secluded bridge balmy autumn nig
0,0,3,2,RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,not like weather right scare lol yellow
1,2,0,1,RT @BigNorton: I tweet like a nigger,tweet like nigger
0,3,0,1,RT @BigPoppaDot: I'll never think a bitch is all mine.,Ill think bitch
0,3,0,1,RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,suck dick bitch     terrible hip hop dead
0,3,0,1,RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,get   problem bitch be not go bitch niggas
0,3,0,1,RT @Big_Jim777: @2014Alyssa hahaha look at you tryin to be a bitch lol nice try though haha,hahaha look tryin bitch lol nice try haha
0,3,0,1,RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,pick   girl bar be not hoe
0,5,1,1,RT @Bigboybeezy: If you a hoe on the internet you a hoe irl,hoe internet hoe irl
0,3,0,1,"RT @Bigboybeezy: Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving.",Kanye gt Tupac Yep bitch move
0,3,0,1,"RT @Bigchapo_4cH: #Merched&#10004;&#128520;""@_100d: Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;""",smoke wit bitch Nap let play music bet   turn boosie slow shit
0,3,0,1,RT @BigfineHorseee: Damn Rico ass hit that hoe on point &#128175;&#10004;&#65039;,Damn Rico ass hit hoe point
0,3,0,1,RT @BiggMoe_: Floyd Mayweather stay with a badd bitch lol,Floyd Mayweather stay badd bitch lol
0,3,0,1,RT @BigggDickBandit: You lil stupid ass bitch i aint fuckin wit you,lil stupid ass bitch be not fuckin wit
0,1,2,2,RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,smoking not game kill monkey monkey Dooo not smoke smoker you reason
0,0,3,2,RT @BigxCool: RT if you're on the slope to 30 and still feel 17,slope   feel
0,3,0,1,RT @Bill_Nye_Tho__: according to this data you a bitch ass nigga,accord datum bitch ass nigga
0,0,3,2,RT @BirdGang316: If you a bird throw it up #birdgang #EaglesNation,bird throw
0,3,0,1,RT @BitchBeEasy_: niggas w bitch tendencies&lt;,niggas w bitch tendencieslt
1,2,0,1,RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,real niggas silence bitch niggas scene cuz wit violence
0,3,0,1,"RT @BitchKittyV: I'm sorry but some people's names are just fuckin stupid

Some parents should get a flyin bitch slap for naming kids like &#8230;","m sorry people name fuckin stupid 

 parent flyin bitch slap name kid like"
0,3,0,1,"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",talk hoe
1,2,0,1,RT @BitchNiggaAlexx: Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already,bitch talk ride die nigga talk bitch die like   time
0,3,0,1,"RT @BitchNiggaAlexx: Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh",girl   talk catch feeling bitch need catch td pass m throw smh
0,3,0,1,RT @Bitches_LuvCake: Real niggas let a real bitch cum first &#128527;&#128069;&#128166;&#128166;,real niggas let real bitch cum
0,3,0,1,"RT @BitchieDior: A street nigga don't love nobody if you ain't his day one (bitch, nigga)",street nigga not love be not day bitch nigga
0,0,3,2,RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,Pat Martin go to Yankees thing James Beard House tonight
0,3,0,1,RT @BittyTang: &#8220;@Weed_Cloudz: Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol&#8221;G&#8230;,call female hoe dress bunny cat Halloween not discourage bitlolG
0,2,1,1,RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;,like seat not assume woman contribute sex convo mean pussy open f
0,3,0,1,"RT @BlackJeezuss: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K",want black guy s   wear jordans tattoo bitch s create player K
0,0,3,2,RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,drop trash mixtape Dms
0,3,0,1,RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick,bitch not finish   inch sub want   inch dick
1,5,0,1,"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;",Uhnot rape bitch nigga    pass drunk ht
0,0,3,2,RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.,hour    hour half work trash exist
0,2,1,1,RT @BlackNerdJade: RT @fivefifths: Hell wrong with yall? RT @TwanTargaryen: Pecan pie AND sweet potato pie trash. http://t.co/hH50P5pytX,Hell wrong you    pecan pie sweet potato pie trash
0,3,0,1,RT @BlackOutNinja15: What a bitch.,bitch
1,2,0,1,"RT @BlackRichyRich: Every nigga
New hoe is 
Da next niggas old hoe","nigga 
 New hoe 
 Da niggas old hoe"
1,0,2,2,RT @Black__Elvis: My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;,favorite episode Friends black mysteriously vanish unemployed white people find affordable ho
1,2,0,1,RT @BlackkHippiee: White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig&#8230;,white girl date black guy hate black culture let stupid ass white girlfriend talk shit nig
0,3,0,1,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back.",try cat fish like nuh uh bitch
2,1,0,0,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,shoot pussy m beat face asphalt t
1,2,0,1,"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;","hoe smash team  

 CHILL Lmao you fool"
0,0,3,2,RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,yellow face
0,3,0,1,RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,hate niggas mad cuz fuck girl happy show bitch unloyal
0,3,0,1,"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;","likely sign crazy bitch 

 Aries 
 Taurus 
 Gemini 
 Cancer 
 Leo 
 Virgo 
 Libra 
 Scorpio 
 Sagittarius 
 Capricorn 
 aq"
0,0,6,2,"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",video not hurt   hit jumper rookie proceed talk trash   ht
0,0,3,2,RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,video cfl lb Solomon elimimian trash talk opponent halftime interview
0,0,3,2,RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,video Derek Jeter hit walkoff single final atbat Yankee Stadium
0,3,0,1,RT @BleekBrown Miramar had the baddest hoes shid hoes looking like they was in college + HAD,Miramar badd hoe shid hoe look like college
1,0,2,2,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God,mock God
0,0,3,2,RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,Homeowner Shoots Armed Suspect Attacked Pistol Whipped
0,3,0,1,"RT @BloggerBoxing: ""No matter where you go, there's always an asshole wearing a Yankees cap.""

-@Sounds_good_bro http://t.co/TbgyIkpv1E",matter s asshole wear Yankees cap
0,3,0,1,RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,valentine day extra Christmas bitch blood
0,3,0,1,"RT @BloopersinLife: Ugh, white trash. http://t.co/BLdNkQUgf3",Ugh white trash
0,3,0,1,RT @BlueBluesHair: When you and your friend are talking and that bitch y'all heavily don't fuck with walks past http://t.co/l8gNE4xXZg,friend talk bitch you heavily not fuck walk past
0,3,0,1,RT @BluntsNextDoor: When a bitch get you fucked up https://t.co/CnlV5nwnxZ,bitch fuck
0,3,0,1,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,ask kid bring apple teacher   s queer
0,0,3,2,RT @BoatBuilder_: call me a free bird,free bird
0,3,0,1,RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,young buffalo soldier ha bro    bitch
0,0,3,2,"RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",ask Betances game d like starter someday Yankees ask m r
0,3,0,1,"RT @Bob_Heller: Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",tell Citizen Kane good movie time watch Caddyshack pretentious film school cunt
1,2,0,1,RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,call low common denominator stupid pussy number probably mature definitely
0,2,1,1,"RT @BobbyBlu_Band: Note about 300&#247;30 days in a month, these hoes selling pussy for $10 a pop lol. http://t.co/1tDZ1eQ3vM",note   day month hoe sell pussy   pop lol
1,5,0,1,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch.",be not fuck   feed   support opinion irrelevant bitch
0,3,0,1,RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe,Muhammad Ali Roy Gracie hoe
1,2,0,1,"RT @Boobah_: These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",hoe fuck niggas get news monogamous niggas yo bitch fuck anonymous niggas
1,2,0,1,RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...,real nigga shit bitch need slap
0,0,3,2,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",not drunk pass start make colored duct tape
